DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;NC2R_CE1_P1;NH_CGPRCFH_P1;NH_CGPRCFH_P1S1;NH_CGPRCFH_P1S2;NH_CGPRCFH_P2;NH_CGPRCFH_P3;NH_CGPRCFH_P4;NH_CGPRCFH_P5;NH_CGPRCFH_P6;NH_CGPRCFH_P7;NH_CGPRCFH_P8;FEX_C
595480;4;4;1;2; ; ; ; ; ; ; ; ; ; ;430,892634601903
595480;5;5;1;2; ; ; ; ; ; ; ; ; ; ;430,892634601903
595481;2;1;1;2; ; ; ; ; ; ; ; ; ; ;514,420281403773
595481;3;2;1;2; ; ; ; ; ; ; ; ; ; ;514,420281403773
595481;4;3;1;2; ; ; ; ; ; ; ; ; ; ;514,420281403773
595483;2;2;1;2; ; ; ; ; ; ; ; ; ; ;512,569280184868
595483;3;3;1;2; ; ; ; ; ; ; ; ; ; ;512,569280184868
595484;2;1;1;2; ; ; ; ; ; ; ; ; ; ;420,628575907208
596857;1;2;1;1;GASEOSA;11110301;4;2;1;6;4000;2; ;2;267,289007420186
596859;1;1;1;1;ARROZ HUEVO PATACON Y CAFE;11110101;1;1;1;18;7000;9; ;2;445,422242800639
596859;2;1;2;1;BANDEJA SOPA Y JUGO;11110102;2;1;1;18;10000;9; ;2;445,422242800639
596862;2;1;1;2; ; ; ; ; ; ; ; ; ; ;258,76964044599
596862;3;3;1;2; ; ; ; ; ; ; ; ; ; ;258,76964044599
597274;2;2;1;2; ; ; ; ; ; ; ; ; ; ;523,722197806225
597274;3;3;1;2; ; ; ; ; ; ; ; ; ; ;523,722197806225
597275;2;2;1;2; ; ; ; ; ; ; ; ; ; ;508,819564623465
597276;1;3;1;1;PAPAS FRITAS;11110414;4;1;1;6;1200;9; ;2;461,397704292797
597276;3;1;1;2; ; ; ; ; ; ; ; ; ; ;461,397704292797
597277;2;1;1;2; ; ; ; ; ; ; ; ; ; ;413,041436344988
597279;2;2;1;2; ; ; ; ; ; ; ; ; ; ;545,189854494651
597279;3;3;1;2; ; ; ; ; ; ; ; ; ; ;545,189854494651
597279;4;4;1;2; ; ; ; ; ; ; ; ; ; ;545,189854494651
597280;2;1;1;2; ; ; ; ; ; ; ; ; ; ;239,073395822794
597280;3;3;1;2; ; ; ; ; ; ; ; ; ; ;239,073395822794
597283;2;2;1;2; ; ; ; ; ; ; ; ; ; ;223,330443117242
597283;3;3;1;2; ; ; ; ; ; ; ; ; ; ;223,330443117242
597283;4;6;1;2; ; ; ; ; ; ; ; ; ; ;223,330443117242
597283;5;8;1;2; ; ; ; ; ; ; ; ; ; ;223,330443117242
597283;6;9;1;2; ; ; ; ; ; ; ; ; ; ;223,330443117242
597284;1;1;8;1;ARROZ CARNE ASADA FRIJOL ENSALADA SOPA GASEOSA;11110102;2;1;1;18;7500;3; ;2;294,891294952428
597284;2;1;9;1;EMPANADAS;11110405;4;2;1;19;2500;3; ;2;294,891294952428
597284;3;1;10;1;GASEOSA CHORIZO;11110407;4;1;1;19;4000;3; ;2;294,891294952428
597286;2;2;1;2; ; ; ; ; ; ; ; ; ; ;448,346072328942
597286;3;3;1;2; ; ; ; ; ; ; ; ; ; ;448,346072328942
597287;2;2;1;2; ; ; ; ; ; ; ; ; ; ;458,582396348535
597287;3;3;1;2; ; ; ; ; ; ; ; ; ; ;458,582396348535
597287;4;4;1;2; ; ; ; ; ; ; ; ; ; ;458,582396348535
597289;2;1;1;2; ; ; ; ; ; ; ; ; ; ;413,041436344988
597879;2;1;1;2; ; ; ; ; ; ; ; ; ; ;453,170075490107
597879;3;3;1;2; ; ; ; ; ; ; ; ; ; ;453,170075490107
597879;4;4;1;2; ; ; ; ; ; ; ; ; ; ;453,170075490107
597894;2;1;1;2; ; ; ; ; ; ; ; ; ; ;261,078343235215
597894;3;3;1;2; ; ; ; ; ; ; ; ; ; ;261,078343235215
597895;2;2;1;2; ; ; ; ; ; ; ; ; ; ;304,083212571786
597896;1;1;1;1;GASEOSA;11110301;4;4;1;6;6000;3; ;2;226,119969369263
597896;2;3;1;1;GALLE;11110403;4;1;1;6;1500;2; ;2;226,119969369263
597896;3;3;2;1;FRI;11110411;4;4;1;6;2400;2; ;2;226,119969369263
597896;4;3;3;1;DUL;11110412;4;10;1;6;2000;2; ;2;226,119969369263
598271;2;2;1;2; ; ; ; ; ; ; ; ; ; ;799,575388558341
598272;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1415,91108588703
598273;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1794,95287595967
598273;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1794,95287595967
598273;4;4;1;2; ; ; ; ; ; ; ; ; ; ;1794,95287595967
598273;5;5;1;2; ; ; ; ; ; ; ; ; ; ;1794,95287595967
598274;2;2;1;2; ; ; ; ; ; ; ; ; ; ;977,667423967488
598275;2;1;1;2; ; ; ; ; ; ; ; ; ; ;1452,99619547939
598275;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1452,99619547939
598275;4;4;1;2; ; ; ; ; ; ; ; ; ; ;1452,99619547939
598276;2;1;1;2; ; ; ; ; ; ; ; ; ; ;719,50574689137
598397;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1289,38098660049
598397;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1289,38098660049
598398;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1607,75834511599
598398;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1607,75834511599
598398;4;4;1;2; ; ; ; ; ; ; ; ; ; ;1607,75834511599
598401;1;1;1;1;ARROZ ENSALADA CARNE JUGO;11110102;2;1;3;18;5000;3; ;2;977,667423967488
598414;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1620,94400452409
598416;2;2;1;2; ; ; ; ; ; ; ; ; ; ;977,667423967488
598417;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1479,66795835089
598417;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1479,66795835089
598418;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1459,58902518344
598418;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1459,58902518344
598419;2;2;1;2; ; ; ; ; ; ; ; ; ; ;977,667423967488
598420;2;1;1;2; ; ; ; ; ; ; ; ; ; ;1452,20570984812
598421;2;3;1;2; ; ; ; ; ; ; ; ; ; ;719,50574689137
598424;2;1;1;2; ; ; ; ; ; ; ; ; ; ;408,224164119261
598425;1;2;1;1;EMPANADA;11110405;4;1;3;18;1500;2; ;2;118,789427462621
598425;3;3;1;2; ; ; ; ; ; ; ; ; ; ;118,789427462621
598473;2;2;1;2; ; ; ; ; ; ; ; ; ; ;799,575388558341
598474;2;2;1;2; ; ; ; ; ; ; ; ; ; ;792,982558854291
598474;3;3;1;2; ; ; ; ; ; ; ; ; ; ;792,982558854291
598476;1;1;2;1;PORCION DE FRIJOL;11110102;2;1;1;18;2000;9; ;2;1127,796529383
598477;1;2;1;1;SOPA DE FIDEOS ARROZ POLLO ASADO LIMONADA;11110102;2;1;1;18;5000;3; ;2;1451,71566827215
598477;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1451,71566827215
598488;2;2;1;2; ; ; ; ; ; ; ; ; ; ;201,775039540498
598488;3;3;1;2; ; ; ; ; ; ; ; ; ; ;201,775039540498
598489;2;1;1;2; ; ; ; ; ; ; ; ; ; ;144,984587328085
598490;2;1;1;2; ; ; ; ; ; ; ; ; ; ;173,335502307029
598490;3;3;1;2; ; ; ; ; ; ; ; ; ; ;173,335502307029
598506;2;1;1;2; ; ; ; ; ; ; ; ; ; ;275,155193496678
598507;2;1;1;2; ; ; ; ; ; ; ; ; ; ;104,269336950907
598511;2;1;1;2; ; ; ; ; ; ; ; ; ; ;287,50761091021
598511;3;5;1;2; ; ; ; ; ; ; ; ; ; ;287,50761091021
598511;4;6;1;2; ; ; ; ; ; ; ; ; ; ;287,50761091021
598521;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1432,91726231195
598521;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1432,91726231195
598521;4;4;1;2; ; ; ; ; ; ; ; ; ; ;1432,91726231195
605043;2;2;1;2; ; ; ; ; ; ; ; ; ; ;369,227980039753
605043;3;3;1;2; ; ; ; ; ; ; ; ; ; ;369,227980039753
605044;2;1;1;2; ; ; ; ; ; ; ; ; ; ;206,053514363924
605044;3;3;1;2; ; ; ; ; ; ; ; ; ; ;206,053514363924
605047;2;1;1;2; ; ; ; ; ; ; ; ; ; ;569,56827631625
605047;3;4;1;2; ; ; ; ; ; ; ; ; ; ;569,56827631625
605048;2;2;1;2; ; ; ; ; ; ; ; ; ; ;413,041436344988
605049;1;3;1;1;PIZZA CON GASEOSA;11110414;4;1;3;20;6000;3; ;2;399,99755313063
605049;3;1;1;2; ; ; ; ; ; ; ; ; ; ;399,99755313063
605052;2;2;1;2; ; ; ; ; ; ; ; ; ; ;420,628575907208
605054;1;1;1;1;HAMBURGESA;11110103;3;2;1;16;23800;9; ;2;339,497847338834
605054;2;1;2;1;HELADO;11110414;4;2;1;16;6000;9; ;2;339,497847338834
605061;1;2;1;1;ENSALADA DE FRUTAS;11110101;1;2;1;19;6000;2; ;2;339,497847338834
605061;2;2;2;1;SOPA ARROZ ENSALADA PESCADO;11110102;2;2;1;18;20000;2; ;2;339,497847338834
605061;3;2;3;1;JUGO DE NARANJA HUEVOS AREPA;11110101;1;2;1;18;8000;2; ;2;339,497847338834
605061;4;2;4;1;SOPA ARROZ CARNE ASADA ENSALADA JUGO ESPAGUETIS;11110102;2;2;1;18;16000;2; ;2;339,497847338834
605061;5;2;5;1;AREPA CON QUESO Y JUGO DE NARANJA;11110101;1;2;1;18;8000;2; ;2;339,497847338834
605061;6;2;6;1;SOPA ARROZ ENSALADA POLLO JUGO PATACON;11110102;2;2;1;18;16000;2; ;2;339,497847338834
605066;2;1;1;2; ; ; ; ; ; ; ; ; ; ;349,754157284031
605066;3;3;1;2; ; ; ; ; ; ; ; ; ; ;349,754157284031
605066;4;4;1;2; ; ; ; ; ; ; ; ; ; ;349,754157284031
605083;2;1;1;2; ; ; ; ; ; ; ; ; ; ;345,204086573932
605083;3;3;1;2; ; ; ; ; ; ; ; ; ; ;345,204086573932
605083;4;4;1;2; ; ; ; ; ; ; ; ; ; ;345,204086573932
605083;5;5;1;2; ; ; ; ; ; ; ; ; ; ;345,204086573932
605085;2;2;1;2; ; ; ; ; ; ; ; ; ; ;386,021578815514
605085;3;4;1;2; ; ; ; ; ; ; ; ; ; ;386,021578815514
605087;2;1;1;2; ; ; ; ; ; ; ; ; ; ;552,784742806368
605087;3;3;1;2; ; ; ; ; ; ; ; ; ; ;552,784742806368
605087;4;4;1;2; ; ; ; ; ; ; ; ; ; ;552,784742806368
605087;5;6;1;2; ; ; ; ; ; ; ; ; ; ;552,784742806368
605089;2;1;1;2; ; ; ; ; ; ; ; ; ; ;206,053514363924
605089;3;3;1;2; ; ; ; ; ; ; ; ; ; ;206,053514363924
605089;4;4;1;2; ; ; ; ; ; ; ; ; ; ;206,053514363924
605089;5;5;1;2; ; ; ; ; ; ; ; ; ; ;206,053514363924
605090;2;2;1;2; ; ; ; ; ; ; ; ; ; ;294,891294952428
605091;1;2;1;1;MUSLO APANADO Y GASEOSA;11110102;2;1;1;16;4000;9; ;2;360,96550402726
605091;3;3;1;2; ; ; ; ; ; ; ; ; ; ;360,96550402726
605092;2;2;1;2; ; ; ; ; ; ; ; ; ; ;445,941405345948
605092;3;3;1;2; ; ; ; ; ; ; ; ; ; ;445,941405345948
605093;2;1;1;2; ; ; ; ; ; ; ; ; ; ;435,302189114584
605093;3;3;1;2; ; ; ; ; ; ; ; ; ; ;435,302189114584
605093;4;4;1;2; ; ; ; ; ; ; ; ; ; ;435,302189114584
605094;2;2;1;2; ; ; ; ; ; ; ; ; ; ;413,041436344988
605095;2;1;1;2; ; ; ; ; ; ; ; ; ; ;417,813267962946
605095;3;4;1;2; ; ; ; ; ; ; ; ; ; ;417,813267962946
605096;2;1;1;2; ; ; ; ; ; ; ; ; ; ;382,27186325411
605115;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1912,87052138765
605116;2;2;1;2; ; ; ; ; ; ; ; ; ; ;719,50574689137
605116;3;3;1;2; ; ; ; ; ; ; ; ; ; ;719,50574689137
605116;4;4;1;2; ; ; ; ; ; ; ; ; ; ;719,50574689137
605116;5;5;1;2; ; ; ; ; ; ; ; ; ; ;719,50574689137
605117;2;2;1;2; ; ; ; ; ; ; ; ; ; ;719,50574689137
605118;2;1;1;2; ; ; ; ; ; ; ; ; ; ;1614,35117482004
605118;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1614,35117482004
605119;2;2;1;2; ; ; ; ; ; ; ; ; ; ;2231,1769137247
605121;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1161,06967861582
605121;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1161,06967861582
605121;4;4;1;2; ; ; ; ; ; ; ; ; ; ;1161,06967861582
605122;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1289,94199435491
605122;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1289,94199435491
605123;1;3;1;1;PAPAS FRITAS;11110411;4;1;1;19;700;9; ;2;1459,58902518344
605123;2;3;2;1;HELADO DE CREMA FRESA;11110401;4;1;1;19;1000;3; ;2;1459,58902518344
605123;4;1;1;2; ; ; ; ; ; ; ; ; ; ;1459,58902518344
605124;1;3;3;1;CAFE EN LECHE CON PANDEBONO;11110101;1;1;1;19;2000;9; ;2;1600,60450765751
605124;2;6;1;1;VASO DE GASEOSA Y DEDO CON QUESO;11110414;4;1;1;19;1200;2; ;2;1600,60450765751
605124;4;1;1;2; ; ; ; ; ; ; ; ; ; ;1600,60450765751
605124;5;4;1;2; ; ; ; ; ; ; ; ; ; ;1600,60450765751
605125;2;1;1;2; ; ; ; ; ; ; ; ; ; ;971,074594263438
605125;3;3;1;2; ; ; ; ; ; ; ; ; ; ;971,074594263438
605127;1;2;1;1;CAFE Y PAN;11110404;4;10;3;13;2000;3; ;2;719,50574689137
605127;3;1;1;2; ; ; ; ; ; ; ; ; ; ;719,50574689137
605145;1;2;2;1;ARROZ ENSALADA TAJADA CARNE Y LIMONADA;11110102;2;1;1;18;6000;3; ;2;719,50574689137
605145;3;3;1;2; ; ; ; ; ; ; ; ; ; ;719,50574689137
606045;2;2;1;2; ; ; ; ; ; ; ; ; ; ;318,77982353009
606045;3;3;1;2; ; ; ; ; ; ; ; ; ; ;318,77982353009
606047;2;2;1;2; ; ; ; ; ; ; ; ; ; ;350,334293889034
606047;3;3;1;2; ; ; ; ; ; ; ; ; ; ;350,334293889034
606049;2;1;1;2; ; ; ; ; ; ; ; ; ; ;261,21842430231
606049;3;3;1;2; ; ; ; ; ; ; ; ; ; ;261,21842430231
606049;4;4;1;2; ; ; ; ; ; ; ; ; ; ;261,21842430231
606053;2;1;1;2; ; ; ; ; ; ; ; ; ; ;333,388990746231
606057;1;1;1;1;TINTO;11110201;4;1;3; ;2000; ; ;2;241,933350766395
606057;2;1;2;1;YUCA COCIDA CON QUESO Y CHICHA DE MAIZ;11110101;1;1;3; ;5000; ; ;2;241,933350766395
606057;3;1;3;1;ARROZ CON CHIVO GUISADO;11110102;2;1;3; ;7000; ; ;2;241,933350766395
606059;1;2;1;1;TINTO;11110201;4;1;3; ;3000; ; ;2;201,500433156853
606060;2;1;1;2; ; ; ; ; ; ; ; ; ; ;210,355341034109
606061;1;3;1;1;EMPANADA DE CARNE CON JUGO DE MARACULLA;11110101;1;1;1;13;3000;9; ;2;168,218594435561
606061;3;1;1;2; ; ; ; ; ; ; ; ; ; ;168,218594435561
606062;2;2;1;2; ; ; ; ; ; ; ; ; ; ;241,933350766395
606063;2;2;1;2; ; ; ; ; ; ; ; ; ; ;234,472572554198
606065;2;2;1;2; ; ; ; ; ; ; ; ; ; ;312,29132108722
606066;2;1;1;2; ; ; ; ; ; ; ; ; ; ;345,263460484565
606069;1;2;3;1;MAZAMORRA DE MAIZ CON LECHE;11110201;1;3;3; ;6000; ; ;2;326,855033625086
606069;3;3;1;2; ; ; ; ; ; ; ; ; ; ;326,855033625086
606069;4;4;1;2; ; ; ; ; ; ; ; ; ; ;326,855033625086
606072;2;2;1;2; ; ; ; ; ; ; ; ; ; ;208,96121136905
606073;1;2;2;1;CHICHA DE MAIZ CON PAPA RELLENA DE CARNE;11110101;1;1;1;13;3000;9; ;2;306,788232454877
606073;3;3;1;2; ; ; ; ; ; ; ; ; ; ;306,788232454877
606073;4;4;1;2; ; ; ; ; ; ; ; ; ; ;306,788232454877
606074;2;1;1;2; ; ; ; ; ; ; ; ; ; ;249,394128978591
606076;2;2;1;2; ; ; ; ; ; ; ; ; ; ;182,543631553131
609840;2;1;1;2; ; ; ; ; ; ; ; ; ; ;420,628575907208
609842;2;2;1;2; ; ; ; ; ; ; ; ; ; ;344,171905251499
609842;3;3;1;2; ; ; ; ; ; ; ; ; ; ;344,171905251499
609843;1;1;1;1;EMPANADAS;11110405;4;1;1;19;2000;9; ;2;364,810676777574
609843;2;3;1;1;SOPA ARROZ CARNE ENSALADA;11110102;2;1;1;18;5000;3; ;2;364,810676777574
609845;2;1;1;2; ; ; ; ; ; ; ; ; ; ;182,202468455794
609845;3;3;1;2; ; ; ; ; ; ; ; ; ; ;182,202468455794
609845;4;6;1;2; ; ; ; ; ; ; ; ; ; ;182,202468455794
609856;2;2;1;2; ; ; ; ; ; ; ; ; ; ;310,594772965856
609856;3;3;1;2; ; ; ; ; ; ; ; ; ; ;310,594772965856
609856;4;4;1;2; ; ; ; ; ; ; ; ; ; ;310,594772965856
609856;5;7;1;2; ; ; ; ; ; ; ; ; ; ;310,594772965856
609857;2;1;1;2; ; ; ; ; ; ; ; ; ; ;267,820757050579
609857;3;3;1;2; ; ; ; ; ; ; ; ; ; ;267,820757050579
609857;4;4;1;2; ; ; ; ; ; ; ; ; ; ;267,820757050579
609857;5;6;1;2; ; ; ; ; ; ; ; ; ; ;267,820757050579
609858;2;1;1;2; ; ; ; ; ; ; ; ; ; ;604,852926374599
609858;3;3;1;2; ; ; ; ; ; ; ; ; ; ;604,852926374599
609859;1;2;1;1;HAMBURGESA CON GASEOSA;11110103;3;3;1;19;28000;4; ;2;423,289997540688
609859;2;3;1;1;HAMBURGESA CON GASEOSA;11110103;3;1;3;13;8500;3; ;2;423,289997540688
609860;2;2;1;2; ; ; ; ; ; ; ; ; ; ;485,776126114396
609862;2;1;1;2; ; ; ; ; ; ; ; ; ; ;372,167275186581
609862;3;3;1;2; ; ; ; ; ; ; ; ; ; ;372,167275186581
609862;4;4;1;2; ; ; ; ; ; ; ; ; ; ;372,167275186581
609863;2;1;1;2; ; ; ; ; ; ; ; ; ; ;239,073395822794
609863;3;3;1;2; ; ; ; ; ; ; ; ; ; ;239,073395822794
609865;2;2;1;2; ; ; ; ; ; ; ; ; ; ;457,647988731394
609866;2;1;1;2; ; ; ; ; ; ; ; ; ; ;252,64057400806
609866;3;3;1;2; ; ; ; ; ; ; ; ; ; ;252,64057400806
609867;2;1;1;2; ; ; ; ; ; ; ; ; ; ;301,155264250064
609868;2;1;1;2; ; ; ; ; ; ; ; ; ; ;273,391436081898
609869;2;1;1;2; ; ; ; ; ; ; ; ; ; ;330,68284983301
609870;2;1;1;2; ; ; ; ; ; ; ; ; ; ;173,335502307029
609870;3;3;1;2; ; ; ; ; ; ; ; ; ; ;173,335502307029
609871;2;2;1;2; ; ; ; ; ; ; ; ; ; ;417,077347803626
609876;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1166,98325004415
609876;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1166,98325004415
609876;4;4;1;2; ; ; ; ; ; ; ; ; ; ;1166,98325004415
609876;5;6;1;2; ; ; ; ; ; ; ; ; ; ;1166,98325004415
609878;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1141,28263284639
609878;3;3;1;2; ; ; ; ; ; ; ; ; ; ;1141,28263284639
609880;1;3;1;1;PAPA FRITAS;11110411;4;2;1;19;1000;9; ;2;1621,73449015536
609880;3;2;1;2; ; ; ; ; ; ; ; ; ; ;1621,73449015536
609880;4;4;1;2; ; ; ; ; ; ; ; ; ; ;1621,73449015536
609881;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1127,796529383
609884;2;1;1;2; ; ; ; ; ; ; ; ; ; ;604,623906399215
609884;3;3;1;2; ; ; ; ; ; ; ; ; ; ;604,623906399215
609884;4;4;1;2; ; ; ; ; ; ; ; ; ; ;604,623906399215
609885;2;1;1;2; ; ; ; ; ; ; ; ; ; ;422,363338673044
609889;2;1;1;2; ; ; ; ; ; ; ; ; ; ;123,396967866685
609889;3;3;1;2; ; ; ; ; ; ; ; ; ; ;123,396967866685
609890;2;1;1;2; ; ; ; ; ; ; ; ; ; ;252,64057400806
609890;3;3;1;2; ; ; ; ; ; ; ; ; ; ;252,64057400806
609899;2;2;1;2; ; ; ; ; ; ; ; ; ; ;364,528688296954
609916;1;1;1;1;PAN Y CAFE CON LECHE;11110414;4;1;3;18;2500;3; ;2;135,523860369499
609917;1;2;1;1;PAN Y GASEOSA;11110414;4;1;1;6;3500;3; ;2;164,881663859765
609918;1;1;1;1;TINTOS;11110201;4;10;1;19;9800;3; ;2;153,703317921269
609918;2;3;1;1;PAN BUNUELOS GASEOSAS;11110414;4;5;1;19;10000;3; ;2;153,703317921269
609918;3;4;1;1;EMPANADAS PASTEL GASEOSA;11110414;4;6;1;19;13000;3; ;2;153,703317921269
609918;4;4;2;1;AVENA Y GALLETAS;11110414;4;6;1;19;7200;3; ;2;153,703317921269
609919;1;3;1;1;JUGO DE MANGO Y DEDO DE QUESO;11110414;4;2;1;6;3000;9; ;2;145,628467480568
609919;2;3;2;1;ARROZ FRIJOLES ENSALADA JUGO DE GUAYABA;11110102;2;1;3;19;4000;3; ;2;145,628467480568
609919;3;3;3;1;ARROZ CARNE ENSALADA JUGO DE MANGO;11110102;2;1;3;18;4000;4; ;2;145,628467480568
609919;4;3;4;1;ARROZ LENTEJAS HUEVO JUGO TOMATE ARBOL;11110102;2;1;3;6;4000;3; ;2;145,628467480568
609919;5;3;5;1;ARROZ SPAGUETTI POLLO JUGO DE PINA;11110102;2;1;3;19;4000;4; ;2;145,628467480568
609919;6;3;6;1;SOPA VERDURAS ARROZ ENSALADA MADURO LIMONADA;11110102;2;1;3;6;4000;9; ;2;145,628467480568
609919;8;2;1;2; ; ; ; ; ; ; ; ; ; ;145,628467480568
610874;2;1;1;2; ; ; ; ; ; ; ; ; ; ;330,52615796627
610874;3;3;1;2; ; ; ; ; ; ; ; ; ; ;330,52615796627
610874;4;4;1;2; ; ; ; ; ; ; ; ; ; ;330,52615796627
610875;2;1;1;2; ; ; ; ; ; ; ; ; ; ;451,641105348863
610876;1;1;1;1;TAMAL CHOCOLATE AREPA PAN;11110101;1;2;3;19;12000;2; ;2;538,753522400772
610877;1;3;1;1;CARNE SUDADA AREPA CHOCOLATE PAN JUGO MANZANA;11110101;1;5;3;6;25000;2; ;2;391,605312495257
610877;3;1;1;2; ; ; ; ; ; ; ; ; ; ;391,605312495257
610877;4;4;1;2; ; ; ; ; ; ; ; ; ; ;391,605312495257
610878;2;1;1;2; ; ; ; ; ; ; ; ; ; ;443,494573480631
610879;1;4;1;1;AREPA CON SALCHICHON;11110414;4;3;1;19;1500;2; ;2;403,715285706278
610879;2;4;2;1;BOMBOMBUM;11110412;4;3;1;19;900;2; ;2;403,715285706278
610879;3;4;3;1;HUEVOS CHOCOLATE PAN AREPA COLADA GALLETA;11110414;4;5;3;6;15000;3; ;2;403,715285706278
610879;4;3;1;1;AREPA CON SALCHICHON;11110414;4;4;1;19;2000;2; ;2;403,715285706278
610879;5;3;2;1;HUEVOS PAN CHOCOLATE AREPA COLADA GALLETAS;11110414;4;5;3;19;15000;2; ;2;403,715285706278
610879;6;6;1;1;GASEOSA;11110301;4;1;3;6;1500;3; ;2;403,715285706278
610879;7;7;1;1;AREPA CON SALCHICHON;11110414;4;2;1;19;1000;2; ;2;403,715285706278
610879;8;7;2;1;DULCES MASMELOS;11110412;4;3;1;6;600;2; ;2;403,715285706278
610879;9;7;3;1;HUEVOS PAN CHOCOLATE COLADA GALLETAS AREPA;11110414;4;5;3;19;15000;2; ;2;403,715285706278
610879;11;1;1;2; ; ; ; ; ; ; ; ; ; ;403,715285706278
610880;1;2;1;1;HUEVOS CHOCOLATE COLADA PAN AREPA GALLETAS;11110414;4;5;3;20;20000;2; ;2;383,552955723045
610880;2;2;2;1;EMPANADA Y GASEOSA;11110414;4;3;1;20;3000;2; ;2;383,552955723045
610880;3;2;3;1;AREPA CON SALCHICHON;11110414;4;1;1;19;500;2; ;2;383,552955723045
610880;4;2;4;1;DULCES;11110412;4;3;1;20;300;2; ;2;383,552955723045
610881;2;1;1;2; ; ; ; ; ; ; ; ; ; ;447,520751866737
610881;3;3;1;2; ; ; ; ; ; ; ; ; ; ;447,520751866737
610882;1;4;1;1;HUEVOS PAN CHOCOLATE AREPA JUGO COLADA GALLETAS;11110414;4;5;3; ;10000; ; ;2;435,482803601714
610882;2;3;1;1;EMPANADA CON GASEOSA;11110414;4;1;1;20;1500;9; ;2;435,482803601714
610882;4;1;1;2; ; ; ; ; ; ; ; ; ; ;435,482803601714
610884;1;3;2;1;EMPANADA;11110414;4;3;1;19;1500;2; ;2;514,440368728246
610884;2;3;3;1;SALCHICHON CON AREPA;11110414;4;2;1;19;1000;2; ;2;514,440368728246
610884;3;3;4;1;BOLIS;11110401;4;1;1;19;600;2; ;2;514,440368728246
610884;4;3;5;1;HUEVOS AREPAS PAN CHOCOLATE COLADA GALLETAS CAFE;11110414;4;5;3;19;7500;2; ;2;514,440368728246
610884;6;2;1;2; ; ; ; ; ; ; ; ; ; ;514,440368728246
611336;2;2;1;2; ; ; ; ; ; ; ; ; ; ;534,999372437699
611336;3;3;1;2; ; ; ; ; ; ; ; ; ; ;534,999372437699
611337;2;1;1;2; ; ; ; ; ; ; ; ; ; ;662,260839057011
611338;2;1;1;2; ; ; ; ; ; ; ; ; ; ;731,201384998919
611339;2;2;1;2; ; ; ; ; ; ; ; ; ; ;599,787189194877
611339;3;3;1;2; ; ; ; ; ; ; ; ; ; ;599,787189194877
611340;2;2;1;2; ; ; ; ; ; ; ; ; ; ;781,531769737815
611341;2;2;1;2; ; ; ; ; ; ; ; ; ; ;411,575712572165
611341;3;4;1;2; ; ; ; ; ; ; ; ; ; ;411,575712572165
611342;2;1;1;2; ; ; ; ; ; ; ; ; ; ;529,718631890694
611343;2;1;1;2; ; ; ; ; ; ; ; ; ; ;399,440601716229
611344;1;1;1;1;HAMBURGUESA;11110103;3;1;1;20;5000;2; ;2;720,794771290286
611344;2;1;2;1;CHICLE;11110412;4;1;1;6;200;2; ;2;720,794771290286
611344;3;1;3;1;GOMAS;11110412;4;10;7;6;2000;2; ;2;720,794771290286
611346;1;3;1;1;PAQUETE DE PAPAS;11110411;4;1;1;6;200;3; ;2;596,336856670256
611346;2;3;2;1;BOMBON;11110412;4;1;1;6;200;3; ;2;596,336856670256
611346;4;1;1;2; ; ; ; ; ; ; ; ; ; ;596,336856670256
611355;1;2;1;1;POLLO ASADO PAPA Y GASEOSA;11110102;2;1;1;18;10000;2; ;2;247,335406576115
611355;2;2;2;1;PAPAS Y GASEOSA;11110414;4;1;1;19;2500;2; ;2;247,335406576115
611355;4;3;1;2; ; ; ; ; ; ; ; ; ; ;247,335406576115
611356;1;2;1;1;DE TODITO Y GASEOSA;11110414;4;1;1;6;3000;2; ;2;210,41342580203
611356;2;3;1;1;PAPAS Y JUGO;11110414;4;1;1;19;2500;2; ;2;210,41342580203
